reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Md Shahrukh,"October 9, 2020",Rated 1 stars out of five stars,1,0,"Unable to register myself in aarogya setu app its showing an error ""Their is some error logging you in"" i am using samsung j7 prime ,Model :- SM-G610F Android version -: 8.1.0 , Telecom operator -: Jio and Vodafone , No my Phone is not rooted , India &Uttar pradesh"
Pranjal Singh,"July 26, 2020",Rated 3 stars out of five stars,3,0,"Should have some immediate buzzer or alerts notifications if came in contact with covid 19 positive persons. So that we could be in the situation to maintain distance or get rid of the place. This is very important n necessary to be aware n self alert. I am not talking about whether or not the govt is getting notified or not. I'm talking about the person to person who should be notified immediately in the form of buzzer, alerts, tone, vibration etc. So that we are informed n stay alert ASAP."
Ishu Priye Madhok,"August 16, 2020",Rated 4 stars out of five stars,4,966,"This is a very good app as it gives you a fair idea of the covid-19 situation in your neighbourhood. If used intelligently, it can certainly help to keep you and your family safe. I would only like to know if the circles in the ""See recent contacts"" window have any significance. Do they signify distance? If yes, how much distance? I searched the FAQ section but could not find any answers."
P K,"July 9, 2020",Rated 1 stars out of five stars,1,766,"It's life saving app. However I feel that it has impacted performance of mobile a bit. May be because it is always on and accessing Bluetooth, location and internet simultaneously. 9/Jul/20: The above issue has been resolved. However, this version is not trustworthy. It shows stale or wrong information. Number people did covid self assessment is same from the past week. I met with another Setu app user on 1/Jul and it reflected then. But now it say you met 0 Setu users in past 30 days."
Devnath Belel,"November 4, 2020",Rated 1 stars out of five stars,1,0,"Not working in my new Samsung m51 mobile. After entering mobile number for registration it is showing error message ""There is some error logging you in""."
zeus,"October 23, 2020",Rated 1 stars out of five stars,1,1,"I am not able to login. I am continuously getting error that ""there is some error logging you in"". I am using poco f1. I need to travel via train on 31st Oct. What to do?"
Prasad,"November 21, 2020",Rated 1 stars out of five stars,1,0,Can't give less than one this app deserve minus rating Everywhere it's mandatory to show arogya setu not updating new cases on time Given numbers are false Not indicating even if you're in red zone
Devanarayanan,"September 24, 2020",Rated 5 stars out of five stars,5,1,Can you edit the source code as it does the change the Bluetooth device name? It changes the name of Bluetooth to some unique code. It causes a problem to me.
Suruchi Gupta,"November 21, 2020",Rated 1 stars out of five stars,1,0,I am unable to install the app after many attempts. Its constantly saying we are unable to log you in due to some error. Pls help
M Prasad,"August 4, 2020",Rated 4 stars out of five stars,4,208,"The App keeps logging out after a few days. That is disappointing and scary because then I'm not sure for how long it's not been tracking my status. I always keep the Bluetooth and GPS on so that the App continues working. Why does it sign out on its own, even when there has been no update on the App? Please fix this issue."
Hukma Ram,"November 14, 2020",Rated 5 stars out of five stars,5,5,"I have just installed Aarogya Setu App and given all permissions, but I am not able to login '' there is some error logging you in''. Reverting with five star, issue resolved."
Manasvi Gupta,"August 16, 2020",Rated 1 stars out of five stars,1,284,"The most important thing that is expected from the app, is the update that someone very nearby is corona positive. I was living just across the hall from one corona positive patient, but the app showed no update. We also made a call on the helpline number and we were told that it will be updated in 24 hours, but nothing happened. There is no point of keeping the bluetooth on, if the app doesn't update the user about proximity to a COVID positive person."
Alankrita Shahi,"November 30, 2020",Rated 1 stars out of five stars,1,0,I was covid positive and then i was tested negative after 14 days but today i checked my app after a long time and it shows i am covid positive as per ICMR data. Please update it else it might cause inconvenience to me
SAMEER AGARWAL,"December 7, 2020",Rated 4 stars out of five stars,4,0,"From last many days I cannot update contact data on the app. As a result ""See Recent Contact"" shows wrong information"
Sunil Nair,"August 8, 2020",Rated 3 stars out of five stars,3,201,"App is good in giving important information and knowledge if you were in contact with any person who is affected or may be affected. Also let you know if you are safe. But the feature to add you family members into the app and keep a tab on their status has some problems. Works for my mom but for me and my sister it doesn't seems to work gives error ""Some issues has occurred, please retry"". This problem doesn't go away even you tried reinstall. No support to rectify this error."
Anil Kumar,"July 26, 2020",Rated 5 stars out of five stars,5,234,"Earlier it was not so accurate but with the passage of time it is improving. If the app is able to trace contacts having double sim in their phone, it would be more useful and dependable. One of my contacts is presently covid +ve but since he has share some different number with app server than his number in my contact list, so he is not featuring in my app as high risk or positive contact. Pl look into this, if possible."
Nikhilesh Surve,"October 30, 2020",Rated 2 stars out of five stars,2,0,"NEW: Yes, my recommendation/suggestion is to not give me anything in a language I don't understand like hindi language especially since I didn't even select that language. [OLD: Chose English but still hindi videos appear in the media section]"
Gopal Das,"June 30, 2020",Rated 2 stars out of five stars,2,1057,"There is some error logging you in showing when I was giving my phone number to start the app. This app should be polished & made user friendly more. Update: On fine morning when network traffic is very less, it registered mobile number, but today now it is showing ""unable to show your risk status"" followed by ""login failed"", and again asking for register with mobile number. Dear Developer, Our Govt is relying on this app to fight against corona and the app still needs a major bug fix."
Urmila Pasalkar,"July 27, 2020",Rated 3 stars out of five stars,3,271,"I like this app. But there's a problem. I am unable to register in. Whenever I submit the form the updates that should open are not opening. After clicking submit nothing happens. Yeaterday, I waited for something to happen for 10 mins still nothing. I have filled the personal details 5 times again again. Please check and I have the latest version."
Mahavir Bharat,"November 6, 2020",Rated 5 stars out of five stars,5,2,Great App! Recommendation /suggestion :- The App doesnt work on all Android phones. App should be available for mobiles with lower version of Android OS.
NUK Ninja,"November 19, 2020",Rated 3 stars out of five stars,3,1,OTP received very late. There was no network issue. Otherwise its a breeze to register.
Sanjay Rawat,"October 7, 2020",Rated 1 stars out of five stars,1,2,Brainless people - what is the use of this app when user have to upload data each time manually when someone come in contact. How it is protecting? I do not understand Update: but doe app detect automatially? User have to upload data you can not expect us to upload data every 5 minutes. How you alert us when we come in contact in real-time?
RANJU BALA,"October 26, 2020",Rated 2 stars out of five stars,2,0,It's showing Unable to evaluate your risk status for past couple of months. Tried re-installing it but still no difference. Please fix this issue...
Greta Sag,"October 9, 2020",Rated 1 stars out of five stars,1,0,Not accurate. Showing that I have come into contact with covid+ person on certain date and time. However I was home and was sleeping at that time. Hence useless.
Ashish Kulkarni,"October 23, 2020",Rated 5 stars out of five stars,5,1,Unable to register. Keep getting error registering. Update 23/10/2020 - I can register now. App seems to be working fine now.
Vaibhav Sharma,"July 12, 2020",Rated 3 stars out of five stars,3,1022,"The most important part of this app I think is that how many people are affected within 500m to 5km area. But the information which comes as a list one by one, is not scrollable and I think it is not that user friendly. Instead there should be a seperate tab (like Media tab, Covid updated tab) where for every 500m, 1km, 3km and so on ranges, we get all the info in one go and not wait for each line of info to come one by one."
Jagatjit Barik,"August 3, 2020",Rated 4 stars out of five stars,4,289,"The app needs to be updated as it shows the 3-4 days old data (contact with infected persons). For eg, today is 3rd Aug but the lat sync time shows 30th Jul. I suggest the sync should be upto date every time. Apart from this, I like the app very much. Thank you for such a great effort to keep us updated about the status of our health. Looking forward to get it improved with the solutions for the problems mentioned. Thanks."
Atul Yadav,"November 25, 2020",Rated 3 stars out of five stars,3,0,"I am facing connectivity issue with my Airtel cellular connection, let me know how to fix this. Error message shows webpage not available"
Hemant Lele,"July 4, 2020",Rated 2 stars out of five stars,2,505,"After new update, it's not showing live data. All app permissions and Bluetooth, location is on, however live data is not updated. I even waited for sometime, but nothing there. The purpose of app is also to have details of knowing positive cases arround the area and hence if this useful feature is not available, the half purpose of app is lost. Please fix the bug."
Dibyendu Karmakar,"July 4, 2020",Rated 3 stars out of five stars,3,598,It would be much more accurate if the app itself force the user to self assess themselves in a periodic interval; say in every 3 to 4 days or in a week. In that way we wont need to wait for the results that the user to self assess themselves. Another feature that can be added is to send a notification to the user if they come in close proximity of any high risk user or an infected person so that the user dont need to open the app to see if he/she has come under close proximity of any such person
Dipayan Sarkar,"July 7, 2020",Rated 5 stars out of five stars,5,616,It is nice to see that the App is working to its potential. Please add a feature that will automatically know if a person has booked train/airplane tickets and their journey and show it in the App. Since Unlock02 has started it will be again bustling with people so if the App could show where the concentration of people are nearby me so that I can just avoid the place. And some information regarded to nearest COVID isolation center would also be useful. These are my suggestions. 👍🏽
Mihaela Iancu,"November 12, 2020",Rated 1 stars out of five stars,1,0,Stopped working properly. It's not showing anymore the contacts around me. For more than one month I have the same old contacts even if I am going in crowded supermarkets.
Manoj Goel,"July 12, 2020",Rated 5 stars out of five stars,5,543,It's a great and innovative initiative by Govt. Of India. Much appreciated. There are few more features required like app should beep when you are in vicinity of a infected person or a person with high risk. This will help people to be alert and protect nearby people much earlier before they get infected. Current by the time app updates status it is already too late and the person has already got infected. Hope you will do the needful. Rest all is just great. 👍
Muni Krishna,"October 6, 2020",Rated 1 stars out of five stars,1,0,"A very worst app. Just 1 star can't worth to this app . But I has to give to write a review . It's showing your safe , But within 100 metre of my location nearly 5-6 covid cases had been reported so far"
Yogendra,"November 22, 2020",Rated 1 stars out of five stars,1,0,"Better than before but still have problem regarding battery consumption, battery is being sucked deadly by app function, plz do something for it. No update for 3 days"
jainisha mangtani,"October 2, 2020",Rated 1 stars out of five stars,1,1,Shows different number of positive cases in nearby areas in my and mom's mobile which are kept together always. Positive cases increase as number of total users in area increase and decreases when total users decrease. Number keeps on fluctuating. App is not certain.
Gunjan Dhola,"November 12, 2020",Rated 1 stars out of five stars,1,0,"Nov 12/2020 The app is not working. The page is showing / webpage is not working. Sometimes it shows to update the app but when we update again after 24hours,the page is not showing."
Vinod Kumar,"July 11, 2020",Rated 5 stars out of five stars,5,363,"Nice app but it is experienced by me that most of time after updating, the app again ask for registration. It happened to me 3 times since using this app i.e. from April, 2020 onward. I am using this app on my two mobile numbers but on Samsung Galaxy S20+ its reinstalled 3 times after updating. In the last update all the data has been erased and it is showing only 3 contacts who were traced in Bluetooth proximity. On the other hand in my another mobile i.e. Mi A3 the total persons showing at 136 [I have installed this app in both mobile phones on the same day]. I think there is a lag which required to be resolved. 2. Tracing of nearby Covid-19 cases by the app is really wonderful and totally accurate and the developers team had done good job which really appreciable."
Smrohan Vaidya,"July 10, 2020",Rated 3 stars out of five stars,3,375,"Ok app. Continuous bluetooth and location consumes too much battery. Could there be any alternative to this? If the app can list down the containment zones and advice users to stay out of that if by chance user is visiting the place, that could be a great feature. If map could be displayed instead of plain text, this could be very informative."
Sandeep Mishra,"July 4, 2020",Rated 5 stars out of five stars,5,485,App is awesome. I would like to have one very important feature though. Currently app shows recent contacts with their status. It would be really helpful if we can show the location where user contacted with High risk patients. This will help us to find out the high risks places and ultimately can help us to stay safe by avoiding such places. Not sure about the feasibility of this feature.
jaydeep aphale,"October 3, 2020",Rated 1 stars out of five stars,1,98,"I installed this app in my previous mobile, working ok. But when I try to install in my new mobile, doesn't accept my mobile number - There is some error login you in. I give my 2nd mobile number, but get same error. I don't understand what is problem. I uninstalled & install it again, but get same error."
Anand Saini,"November 19, 2020",Rated 1 stars out of five stars,1,0,Worst application......Till date it didn't notify me about how close I am to an infected person Even when I am near a hospital which is having covid patients. Application is totally dabba. This is what happens when an application is created by Government employees. It stops working after 5.😆😁😆😁
Santoshpriya Gupta,"July 28, 2020",Rated 3 stars out of five stars,3,437,"Using it as advised by Hon'l PM, but non too happy. I am synchronising data every day, but there is a randomness in getting the info on proximity, location, duration and time details of Infected & high severity contacts. This info could be very much helpful in avoiding certain people, routes and altering timing of the movements. The info, if at all appears, it's days later, making recollection of the events near impossible. The effectiveness & efficiency of this App needs to be evaluated often."
Subrat Prajapati,"October 17, 2020",Rated 1 stars out of five stars,1,2,"Possibility after million of user enrolled, now this app is waste for having on phone when needed most. 90% time it shows error 404, refresh etc. If we feel app is useless for covid prevention, remove it from playstore. This kind of things really gives a bad picture of Gov.initiated programmes using a tool,corruption at plaster stage whereas accountable Head is only to be caught but earliest. Better use Google and give some time to find resources."
Raktim Das,"September 4, 2020",Rated 3 stars out of five stars,3,151,"Very helpful service and a neat interface. However, I have the following observations: 1) The graph of daily Active Cases is mathematically wrong - it's not correctly plotting the negative values. The days when there is a reduction in active cases in a state or in India the bar shows a 0 value while it should be negative. The y axis should start from minus values instead of zero. 2) The Deceased and Recovered graphs are hazy and unclear as the bar colour is too light in contrast to background."
Md S,"October 9, 2020",Rated 2 stars out of five stars,2,1,"The App shows I came in contact with infected person on 7th and 8th October at around 8.30 pm. However, at that time in both days I was at home and there is no covid patient in my building. No one came to my home at that time also. Therefore there is no chance of me coming in contact with anyone infected orotherwise. Stil it is warning me. I can't understand how this app shows such scary results. This will only create scare for the person using it. I don't know how this app results."
Baishali Sen,"December 3, 2020",Rated 1 stars out of five stars,1,0,"Please check the ""cumulative"" active case curve... The number of active cases may go down... But how can the cumulative value go down??"
Anshuman Sengupta,"September 22, 2020",Rated 1 stars out of five stars,1,0,"Awful login issue, the app need to be fixed when so many people are relying on it. Without any information the login says error login you in."
Neha Gupta,"August 20, 2020",Rated 1 stars out of five stars,1,42,"Horrible experience if you are travelling into India. There is no provision for registering any international numbers. You then have to enter an India number of a relative or friend whose phone you will be borrowing. But this can be done only if you get wifi access. Please note that Mumbai airport wifi requires an OTP option and this will work only for India phones! So the moral of the story is if you do not have access to an India mobile, you are in trouble..."
Naveen Dahiya,"November 5, 2020",Rated 3 stars out of five stars,3,0,Not able to register. Tried out my 4 numbers. Every time this came There is dome error logging you in. Currently I am in germany. Can you pls let me know how to fix this error.
sandeep kumar,"September 23, 2020",Rated 3 stars out of five stars,3,0,"Everything is fine in the Arogya Setu app, but people who are using it, if their positive report is also uploaded on this app, then the patients and their families will not have to put a line so it is 3 stars"
Soham Sengupta,"December 15, 2020",Rated 5 stars out of five stars,5,0,Very good app I always help my parents and I have a suggestion if you can use the technology covid exposure notifications.
marshal fernandes,"November 6, 2020",Rated 1 stars out of five stars,1,0,"After the app updated, it asked to re-register. The time given to feed in the OTP is 1 min but the OTP comes after 3-5 mins. How do you register now. Useless"
Anchor Arunabha Hazra,"August 11, 2020",Rated 4 stars out of five stars,4,19,"I have some suggestions 1. It will be best to provide proximity details of the positive person like date and time if possible locations. 2. Also to make self test on the app regularly by pushing notification or creating a reminder. 3. Also to show in contacts who are using this app, so it will be best to avoid peoplel who are not using it. 4. Also add integrate an oximeter app/ system within this app. Or input from other devices. 5.Add Family member system to track wheather they are vulnerable."
prashik vaidya,"September 11, 2020",Rated 2 stars out of five stars,2,406,"This is a flawed app. I was the one who vocally supported this app and among the people who were first to downloaed it. But this app is worthless. My vicinity had 3 cases in just 100m away. This app shows no alert, no change in safety parameter, nothing. I thought its a glitch. But the patients have returned back. still, as per this app i am safe with a gree banner. I have waited enough to write this review so that i should not misguide the purpose of this app...but this app has failed itself"
Ghanshyam Katoch,"October 6, 2020",Rated 1 stars out of five stars,1,0,"It is showing contact at places which have never been visited. One day it is showing safe, next day high risk. Really poor application."
Amit Patil,"October 8, 2020",Rated 5 stars out of five stars,5,3,"Please add searching & sorting the list of the labs based on the name, distance from my current location, etc. I wanted to check which lab is the nearest to my home. But I am unable to sort the list of the labs based on the distance from my home."
Govinda Das,"October 9, 2020",Rated 3 stars out of five stars,3,0,"From yesterday, the app in mob set showing error as network cannot be connected. However, when new app instalked in my tab, it is working."
Suyash Singh,"August 23, 2020",Rated 1 stars out of five stars,1,209,"I am getting loading icon continuously. I have uninstalled & reinstall the app but no luck. Please check this issue on priority. Let me know in case you need any details to be shared. Team, thanks for your quick response. I am seeing this issue only while using app through WiFi, through mobile data it works perfectly. I am using Samsung A70. Really appreciate your work."
Gourab Pandey,"November 25, 2020",Rated 2 stars out of five stars,2,0,"I'm having a problem of logging in I already have an account but, the app was not working properly so I Uninstalled and reinstall the app now it is not accepting the mobile number"
Rishabh M Patoria,"October 18, 2020",Rated 1 stars out of five stars,1,18,"Just Waiting for the next update of the app, Which will be more advanced & contains more features from current version. Current Version lacks various types of features such as locations, real time update, etc…"
Anahita Irani,"November 1, 2020",Rated 1 stars out of five stars,1,1,In the morning today when I got opened the app I got an error stating 403 forbidden. I uninstalled the app and reinstalled it again. When I enter my number I get an error stating There is an error while logging you in..
7A38Akshobhya jha,"November 17, 2020",Rated 3 stars out of five stars,3,0,"Not able to log in through the mobile number. Error showing as ""There is some error logging you in"""
Ritesh Tawani,"July 16, 2020",Rated 3 stars out of five stars,3,299,"Everything is fine. But, it would have been much better if this app and ICMR lab report gets connected with Aadhar. So that, 1) After the covid19 test, report should automatically get updated in system. It will reduce unnecessary exposure to covid center while collecting result. 2) No need to enter data manually or risk of false medical information by individual. 3) it will be a totally transparent. 4) by linking it to a Aadhar, govt will have a real time record of all covid related data."
Kumar Srinivasan,"September 27, 2020",Rated 2 stars out of five stars,2,0,Very bad not opening most of the time. Have tried to uninstall and reinstall again and again many times. Result is the same.
Maninder singh,"July 17, 2020",Rated 2 stars out of five stars,2,614,"I am unable to login into the app as the otp never arrives within the set time period of 1 minute. Also, after this, i am not able to log in again due to an error message. Please refer to the screenshot attached. I would be travelling in a day and would require your immediate attention on this issue !!"
Eng Elyas Sediqi Vlogs,"November 10, 2020",Rated 3 stars out of five stars,3,0,Hi dear After update I can use this app's everytime I open it show you can't use this application due to security restrictions (rooted device ) My phone details Samsung galaxy note 5 model SM-N920P. Hopefully solve my problem. Best regards Elyas Sediqi
Manik Agarwal,"October 18, 2020",Rated 1 stars out of five stars,1,0,"Hi it waa working fine till few days back. Suddenly stopped notification.. i checked in d app n it saud ""403 forbidden"".. I uninstalled n reinstated it again .. but wen i pog in now , it says "" problem with mobile no.""!!!!!!"
Shakil Khan,"November 14, 2020",Rated 1 stars out of five stars,1,0,One of the most useless and rubbish aap....I have ever seen in my life....why it is even there in playstore...I would have selected zero rating had there been any possibilities....it is not even worth 1....
विशाल कुमार पाण्डेय्,"October 4, 2020",Rated 5 stars out of five stars,5,1,"Good, but in my district some people have installed this App and they forgot to open Bluetooth option. They gave information are false also."
Sumit Pawar,"November 25, 2020",Rated 5 stars out of five stars,5,4,App has few bugs but is useful. Support was fabulous and they were able to get me in within hours with proper Instructions.
Gurbax Singh,"November 25, 2020",Rated 1 stars out of five stars,1,0,App is getting auto closed and not able to proceed for OTP input. Tried n number of times installing and uninstalling.
arul selvan,"October 20, 2020",Rated 1 stars out of five stars,1,4,first of all when a covid patient gets admitted to hospital this app must be registered for his number or aadhar by self or family members or by national covid monitoring team. Such that all real time covid cases are recorded. Secondly it must show close to real time. Say 2 hours old data could be acceptable but not 10 to 15 days old data. Ideally this app is not doing good for me. There seems to be no vision around this app to help citizens. Just for national purpose how many will volunteer for your data collection. Frequently signing out so I hate to re-login again and again. It must use aadhar to create family tree automatically.
prathamesh dalal,"August 16, 2020",Rated 4 stars out of five stars,4,248,"App is great. Believe that it shows Updated data always. Only one issue. Why we have to wait for those messages which shows total users, affected etc which automatically scrolls to show different updates?? Why it cant be shown in complete page instead of other data, so that in one glimpse i will be able to know users, affected, unwell data. ? Its really patience testing. Thanks"
Prerana Mahajan,"November 13, 2020",Rated 1 stars out of five stars,1,0,I am unable to register in the app since last 6 hrs. It is irritating. Also there is no help or support details listed for such issue.
Amit Patel,"September 6, 2020",Rated 2 stars out of five stars,2,412,"During the registration process, I was asked to enter my mobile number. However, after entering mobile number, I get a prompt saying ""There is some error logging you in"". I have uninstalled and reinstalled the app several times, but I am still facing the same issue. Any idea how to resolve it? I have sent email also to you with android version and mobile details. Aarogya Setu App team is nonsense. Inspite of sending all details in 2 emails they are sending standard response."
Sooraj Sudarsanan,"July 17, 2020",Rated 1 stars out of five stars,1,38,"Very poor. I have installed the app and the OTP comes long after the stipulated time of one minute and then it shows the OTP is incorrect. And to clarify, the cell reception is extremely good and the issue at hand is not a coverage issue, it is clearly something on your side. Please rectify as soon as possible."
Bharat Nathani,"October 2, 2020",Rated 1 stars out of five stars,1,0,I can't even login after reinstalling app 100 times. It stucks while feeding mobile number. Worst experience. Never using it again.
Balaji Singh,"November 12, 2020",Rated 1 stars out of five stars,1,0,Why my data going to share with government and why registration with my mobile number getting error. Pathetic and very poor development and testing. No back sweep option with Android gastures .
Soham Sharma,"September 26, 2020",Rated 2 stars out of five stars,2,0,"Does not work as after filling the details when I press submit nothing happened.. I have sent details of my phone ..oppo f1, Android 5.1, model A1601, service provider Vodafone."
Vikas Chandra,"August 10, 2020",Rated 2 stars out of five stars,2,167,"The Aap is not upto mark. Lot of issues. I met lot people recently and all had this app installed. But the app doesn't not capture all the data. Also this app collects all retails and when we get a message that one of the person you contacted is at moderate risk. We were not informed of any details, so we live in dark fear. Need lot of improvement."
Shuchi Maheshwari,"July 27, 2020",Rated 3 stars out of five stars,3,12,"The app is good but it has issues with location tracking. For example, it classified my father's status as moderately at risk assuming that my father was in contact with an infected person for 43 mins at a particular time and a particular location. However, he was not present at that location at that time. Please fix this bug. Thanks!"
thejas muppala,"November 10, 2020",Rated 2 stars out of five stars,2,0,"Showing always wrong information 500 m , 1 km, 2km radius. Please try to improve and if any case is recovered, then don't show that corona case please. Do updates and fix it."
prahalad SG,"July 21, 2020",Rated 2 stars out of five stars,2,186,"Not at all accurate,,it says safe in my wife app,and in mine it shows low risk,, giving the date and time of primary contact,,the funny thing is on the time , location,day mentioned on the app,we both were travelling together and at that location we stopped at the traffic signal for a minute or so,,the primary contact was nothing but a covid patient in the ambulance behind us,,the app tells iam at low risk and my wife safe,,they need to set right such anomalies"
Urvashi Lakudkar,"November 27, 2020",Rated 1 stars out of five stars,1,6,"The intended goal to make people of India aware about the health services that are available to fight Covid-19, and to trace the spread of the virus is good. The intended goal is good, but the app, unfortunately might Not meet the goal fully. Reason? Old Mobile Phone Models do not support the app. So if people are unable to download the app, how will they avail services provided via the app?"
Josna U,"October 24, 2020",Rated 2 stars out of five stars,2,1,Hi. I am all in support of Govt of India. I had downloded the app for almost 5 months now. But recently I feel it was causing disturbance in my Bluetooth software. Hence I uninstalled it. Now my bluetooth is working fine. I am still not sure aarogya setu was the problem or not.
nisha singh,"June 30, 2020",Rated 2 stars out of five stars,2,1890,"The app is not even starting after the new update, which came today after I updated the app, it is not starting and showing ""login error"" or ""unable to process your request"". I have tried to login but it is not happening and I am unable to use it. Please fix it ASAP because I currently live in Maharashtra and because the app is not working, I am unable to know how many cases are near me"
kumar praveen,"November 8, 2020",Rated 5 stars out of five stars,5,2,"Sir, even if I uninstall and install app also, it is showing notification of ""new version available Please update."" I am using Samsung J2. Requesting to rectify the issue."
ketul shah,"October 30, 2020",Rated 2 stars out of five stars,2,659,"It doesn't work properly, even after testing Covid 19 negative, app is still showing Red and says I am still infected. All the people around me our troubled because of that. Inspite of writing emails with attached reports and screen shots, no action was taken. My status has not changed. I am left with no option but to delete the application until it is corrected. It is disappointing when you visit places where Aarogya Setu application is mandatory. Needs lot of improvement."
Narendran Bhaskar,"July 25, 2020",Rated 1 stars out of five stars,1,21,"Though I like the concept of the app, I don't support the idealogy that it is compulsory for all. I have more concerns about what the government does with the location of all its citizens in one place. Ridiculous. Your and your friends location is one hack away from a catastrophe. This kind of violation of privacy should be voluntary and not blackmailed on anyone coming back to the country. Tomorrow everyone will be wearing collars with blood-type, current bank balance and religion. Genius."
Srivathsa Rao,"July 11, 2020",Rated 1 stars out of five stars,1,370,"2 phone placed at the same location shows different number of cases, users etc in my surroundings (500m, 1km, 2 km etc, not about contact tracing). How is that? We also observed that these numbers will change when connected to different WiFi, data network at the same location. 2 phones at same location should show same number of cases in that locality"
Neelesh Vyas,"July 6, 2020",Rated 1 stars out of five stars,1,43,"Unfortunately the most imp information, ""numbers in km radius"" has such a little space. Have to wait for 15 secs to see the most important information which comes in Red. And if you want to check numbers for each km option.. Ufff.. Its annoying.. I have sent multiple emails but no action taken yet Again target audience is common people of India, how many read that fast , 2-3%? Appreciate if IT team works on this severe usability issue and release a patch soon.."
Gopal Malawade,"July 14, 2020",Rated 3 stars out of five stars,3,25,"The app is giving some info. If we keep family members mobiles with this App side by side and check the details, none of the details are matching. This is particularly @ the area info for 500m, 1km, 2km etc. Also recent contacts nos are same for my mobile even after 10 days and going out for work purpose. wherein for family members it is varying daily basis even if staying at home. Can the developers look into it? Hope this gets corrected ASAP...."
Deepak Chitnis,"August 8, 2020",Rated 4 stars out of five stars,4,200,"Good experience. But one suggestion, along with recent contacts the app should show proximity and time period for which the person was in that proximity. For example, if one is close to 3 contacts, the app should show 1 high risk contact at 6 feet for 10 mins 1 moderate risk contact at 8 feet for 5 mins 1 low risk contact at at 4 feet for 20 mins This will help further drill down the overall risk level. Hope this is doable."
Srinivas Vasamsetti,"October 11, 2020",Rated 3 stars out of five stars,3,1,I am unable to register as 'There is an error while logging in'. It does not tell about the error details - My device is Samsung Note 9 .
Kintal Shah,"August 11, 2020",Rated 4 stars out of five stars,4,272,Can you also capture it by mobile tower cell location? If GPS is not working it can capture based on cell site. This will allow to capture almost all mobiles. You must be maintaining records of all tested positive with mobile no. This will help identify more accurate results. Also send push notification to all smart phone users to install it mandatorily(telcos have this info). You may also insist that this app should run even if data pack is exhausted.
Raviraja Singh,"December 4, 2020",Rated 5 stars out of five stars,5,1,Best app.Warns everytime when any positive patient is near you and it's tracking system is very accurate.Helping me alot.
Lavinia Dcosta,"October 9, 2020",Rated 1 stars out of five stars,1,0,Unable to register mobile number. I've sent all the required details to you'll through an email. Kindly get back as soon as possible as travel is urgent.
benne dose,"October 13, 2020",Rated 1 stars out of five stars,1,0,"Previously this app used to show number of cases within 1 km. Now it is showing some stupid ""trending now"" info as if anyone uses arogya setu for entertainment. I want that useful feature back or I will uninstall. Please keep this a serious app not a news portal."
Pramod Kumar Prusty,"November 1, 2020",Rated 1 stars out of five stars,1,22,Are you sure this app working properly ? Today I went out to buy market and travelled around 60 KMs still I'm not found any count change in nearby contact. So strange.. is not it?
Vaishali Choudhry,"October 15, 2020",Rated 3 stars out of five stars,3,0,"Getting a 403 error message. Then I uninstalled and reinstalled, but it's not taking my number. Giving me ""error in logging in"""
Amit Banerjee,"November 26, 2020",Rated 1 stars out of five stars,1,0,"For past few days app is not working on my mobile even after reinstall multiple times. Sent one email to support but no luck. Need to travel in next few days, it is mandatory for us to show the aarogya setu status. Not sure how to go ahead. Please someone help."
Ganesh Pandey,"July 21, 2020",Rated 5 stars out of five stars,5,207,"I have a suggestion: 30 days or since installed doesn't give exact picture of risk. The status should show basis of more recent no. Of days e.g. within last 7 days user is 'safe' as he doesn't come in Cross proximity with any suspect or confirmed case. Plus you can provide option to check based on within 24 hours, 2days, 1 week, 2 weeks or more than 2 weeks. After more than 2 weeks does not make much sense or can collaborate them together."
Anjan Afandkar,"September 3, 2020",Rated 1 stars out of five stars,1,198,"In spite of entering correct mobile number and proper internet, receiving OTP as late as 10 minutes. After that, when it asks personal details and I confirm submit, nothing happens after that. Then when I exit the app, it again asks for personal details, same story repeats again. My organisation was not allowing entry in Office unless Safe shows in app. Due to this app now my Job is at stake."
GAVARA SATEESH,"September 29, 2020",Rated 1 stars out of five stars,1,0,Totally useless app. In this app once covid positive updated. After the patient is cleared from the covid. But the app is not showing negative.
Indrapal Singh,"July 10, 2020",Rated 4 stars out of five stars,4,300,I am unable to use this. I have installed in my phone but when I enter mobile no. an OTP automatically put in the prescribed box and again same optio....REGISTER. I have done this practice so many times even uninstalled the app and switched off the phone and after on of the phone again install the aarogya setu app. But again same thing. What's the problem can not identify. Please Help.
Ashwin Bhamburkar,"September 17, 2020",Rated 3 stars out of five stars,3,132,"Really good app and made within record time. Few suggestions, the graph of daily cases for recovered and deceased is not visible due to line color matching the background. Also the widget used on to home page for cases around a person is scrolling and takes practically 15-20 per km selection. Instead, this being most important information, it can be static information rather than scrolling. Overall a good app."
SOUBHIK SINGHAROY,"September 30, 2020",Rated 1 stars out of five stars,1,0,"Not able to register, once I entered mobile number and tried to register it's showing ""There is some error"" and no customer service operation is there in the app. How I can register myself as for international travel this is mandatory."
surya aj,"December 1, 2020",Rated 1 stars out of five stars,1,0,I am register to this app. But in personal details it will stop automatically after submit. Other questions not visible. Please fix this
Sarosh Aibara,"October 3, 2020",Rated 1 stars out of five stars,1,0,"I've emailed the details as requested in yr msg. My original msg below remains till we resolve. Am unable to register my India mobile number frm overseas prior to my upcoming trip to India on VandeBharat flight. Tried several times, get same msg, error in logging in"
